listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
PT-aldoarfoznevogilde-0000,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,51,167218,3279,bati_habitable,EUR,nacional,86,4.26,41.16282,-8.61786,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0332,pt,porto,bonfim,Bonfim,freguesia,Apartamento T4,apartment,4,124,331633,2674,bati_habitable,EUR,nacional,77,5.11,41.16959,-8.62505,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0333,pt,porto,bonfim,Bonfim,freguesia,Apartamento T2,apartment,2,91,395021,4341,bati_habitable,EUR,nacional,33,5.21,41.16585,-8.61718,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0334,pt,porto,bonfim,Bonfim,freguesia,Apartamento T2,apartment,2,88,329995,3750,bati_habitable,EUR,nacional,73,5.09,41.188,-8.64239,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0335,pt,porto,bonfim,Bonfim,freguesia,Apartamento T3,apartment,3,94,319289,3397,bati_habitable,EUR,nacional,87,4.93,41.17714,-8.59944,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0336,pt,porto,bonfim,Bonfim,freguesia,Apartamento T1,apartment,1,77,324477,4214,bati_habitable,EUR,nacional,51,5.36,41.15656,-8.6045,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0337,pt,porto,bonfim,Bonfim,freguesia,Apartamento T3,apartment,3,102,288244,2826,bati_habitable,EUR,nacional,43,4.38,41.15635,-8.61438,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0338,pt,porto,bonfim,Bonfim,freguesia,Apartamento T3,apartment,3,108,335852,3110,bati_habitable,EUR,nacional,69,6.22,41.1459,-8.64411,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0339,pt,porto,bonfim,Bonfim,freguesia,Apartamento T3,apartment,3,105,339519,3234,bati_habitable,EUR,estrangeiro,127,4.74,41.16746,-8.60673,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0340,pt,porto,bonfim,Bonfim,freguesia,Apartamento T1,apartment,1,55,208445,3790,bati_habitable,EUR,nacional,46,5.08,41.15709,-8.60659,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0341,pt,porto,bonfim,Bonfim,freguesia,Apartamento T3,apartment,3,96,253866,2644,bati_habitable,EUR,nacional,63,5.45,41.16112,-8.62877,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0342,pt,porto,bonfim,Bonfim,freguesia,Apartamento T2,apartment,2,100,329949,3299,bati_habitable,EUR,nacional,64,5.81,41.16384,-8.61425,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0343,pt,porto,bonfim,Bonfim,freguesia,Apartamento T3,apartment,3,81,223504,2759,bati_habitable,EUR,nacional,95,4.32,41.15951,-8.62094,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0344,pt,porto,bonfim,Bonfim,freguesia,Apartamento T1,apartment,1,38,129405,3405,bati_habitable,EUR,nacional,109,5.21,41.16061,-8.63515,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0345,pt,porto,bonfim,Bonfim,freguesia,Apartamento T3,apartment,3,133,343667,2584,bati_habitable,EUR,nacional,56,5.77,41.15008,-8.65201,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0346,pt,porto,bonfim,Bonfim,freguesia,Apartamento T2,apartment,2,88,279500,3176,bati_habitable,EUR,nacional,102,5.36,41.19099,-8.59244,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0347,pt,porto,bonfim,Bonfim,freguesia,Apartamento T3,apartment,3,124,462845,3733,bati_habitable,EUR,nacional,73,4.51,41.1257,-8.59791,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0348,pt,porto,bonfim,Bonfim,freguesia,Apartamento T2,apartment,2,69,252522,3660,bati_habitable,EUR,nacional,56,4.31,41.17691,-8.62955,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0349,pt,porto,bonfim,Bonfim,freguesia,Apartamento T1,apartment,1,49,144039,2940,bati_habitable,EUR,nacional,56,5.39,41.16779,-8.60726,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0350,pt,porto,bonfim,Bonfim,freguesia,Apartamento T2,apartment,2,88,208752,2372,bati_habitable,EUR,nacional,119,4.76,41.16583,-8.62055,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0351,pt,porto,bonfim,Bonfim,freguesia,Apartamento T2,apartment,2,105,235475,2243,bati_habitable,EUR,nacional,143,5.83,41.15238,-8.61326,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0352,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,154,463417,3009,bati_habitable,EUR,nacional,51,4.3,41.18312,-8.62796,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0353,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,169,562970,3331,bati_habitable,EUR,nacional,114,4.64,41.159,-8.63569,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0354,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,166,526467,3171,bati_habitable,EUR,estrangeiro,67,4.38,41.18297,-8.62443,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0355,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,170,578204,3401,bati_habitable,EUR,nacional,68,6.2,41.16968,-8.60035,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0356,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,175,439097,2509,bati_habitable,EUR,nacional,79,6.04,41.18639,-8.63842,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0357,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,175,663266,3790,bati_habitable,EUR,nacional,26,4.84,41.16063,-8.61009,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0358,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,193,818646,4242,bati_habitable,EUR,estrangeiro,88,4.9,41.13804,-8.6218,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0359,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,139,394335,2837,bati_habitable,EUR,nacional,55,4.25,41.1426,-8.63609,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0360,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,117,408913,3495,bati_habitable,EUR,nacional,84,3.64,41.14242,-8.63377,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0361,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,134,595053,4441,bati_habitable,EUR,nacional,112,5.95,41.15378,-8.6286,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0362,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,5,120,445225,3710,bati_habitable,EUR,nacional,78,5.4,41.1485,-8.64117,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0363,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,145,356526,2459,bati_habitable,EUR,nacional,52,4.55,41.15512,-8.59007,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0364,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,230,755023,3283,bati_habitable,EUR,estrangeiro,211,6.15,41.1837,-8.62179,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0365,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,196,455943,2326,bati_habitable,EUR,nacional,64,4.02,41.17191,-8.6406,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0366,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,181,551052,3044,bati_habitable,EUR,estrangeiro,112,5.96,41.15111,-8.64378,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0367,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,105,403276,3841,bati_habitable,EUR,nacional,99,5.43,41.14816,-8.62657,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0368,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,247,717444,2905,bati_habitable,EUR,nacional,80,5.03,41.15916,-8.61866,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0369,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,275,889646,3235,bati_habitable,EUR,nacional,102,5.71,41.19268,-8.6124,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0370,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,166,444630,2678,bati_habitable,EUR,nacional,81,4.94,41.15343,-8.60362,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0371,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,161,479304,2977,bati_habitable,EUR,nacional,52,6.2,41.16687,-8.63368,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0372,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,177,545375,3081,bati_habitable,EUR,estrangeiro,115,5.13,41.16973,-8.60461,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0373,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,196,775783,3958,bati_habitable,EUR,nacional,40,4.95,41.15103,-8.61156,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0374,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,190,494487,2603,bati_habitable,EUR,nacional,45,4.61,41.17742,-8.61035,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0375,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,135,454632,3368,bati_habitable,EUR,estrangeiro,54,3.97,41.15755,-8.63512,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0376,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,162,736724,4548,bati_habitable,EUR,nacional,76,4.17,41.156,-8.62576,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0377,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,5,182,487046,2676,bati_habitable,EUR,nacional,86,4.56,41.15886,-8.61298,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0378,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,181,582120,3216,bati_habitable,EUR,nacional,59,5.78,41.18303,-8.61351,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0379,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,2,150,464619,3097,bati_habitable,EUR,estrangeiro,129,5.07,41.17513,-8.62176,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0380,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,5,153,521478,3408,bati_habitable,EUR,estrangeiro,76,4.75,41.18626,-8.6072,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0381,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,2,133,369424,2778,bati_habitable,EUR,nacional,87,4.61,41.17782,-8.60198,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0382,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,204,640387,3139,bati_habitable,EUR,estrangeiro,74,4.99,41.17437,-8.62339,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0383,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,159,657196,4133,bati_habitable,EUR,nacional,96,5.61,41.17968,-8.60571,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0384,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,132,518255,3926,bati_habitable,EUR,nacional,185,4.82,41.18792,-8.62455,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0385,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,5,181,995310,5499,bati_habitable,EUR,nacional,59,3.95,41.15556,-8.60403,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0386,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,182,511386,2810,bati_habitable,EUR,nacional,68,5.72,41.17566,-8.6023,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0387,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,143,526944,3685,bati_habitable,EUR,nacional,71,5.1,41.16709,-8.59945,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0388,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,167,604924,3622,bati_habitable,EUR,nacional,129,4.67,41.17517,-8.60701,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0389,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,123,435645,3542,bati_habitable,EUR,nacional,71,4.24,41.17519,-8.63829,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0390,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,2,159,458927,2886,bati_habitable,EUR,nacional,106,4.94,41.12886,-8.64264,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0391,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,156,334805,2146,bati_habitable,EUR,nacional,81,4.83,41.17974,-8.61116,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0392,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,202,427765,2118,bati_habitable,EUR,nacional,125,6.03,41.18316,-8.61887,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0393,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,212,509045,2401,bati_habitable,EUR,nacional,99,4.08,41.16016,-8.60593,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0394,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,150,385587,2571,bati_habitable,EUR,nacional,66,6.96,41.16656,-8.6353,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0395,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,5,238,850667,3574,bati_habitable,EUR,nacional,61,4.84,41.17589,-8.61759,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0396,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,189,556037,2942,bati_habitable,EUR,nacional,54,5.27,41.1454,-8.61037,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0397,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,3,173,473849,2739,bati_habitable,EUR,nacional,67,5.35,41.16991,-8.63511,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0398,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,4,180,732760,4071,bati_habitable,EUR,nacional,84,4.12,41.16306,-8.61226,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-bonfim-0399,pt,porto,bonfim,Bonfim,freguesia,Moradia,house,2,182,632395,3475,bati_habitable,EUR,estrangeiro,54,5.85,41.16202,-8.59866,2025-Q4,porto/bonfim | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0000,pt,porto,campanha,Campanhã,freguesia,Apartamento T1,apartment,1,56,170064,3037,bati_habitable,EUR,nacional,48,5.36,41.14726,-8.61747,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0001,pt,porto,campanha,Campanhã,freguesia,Apartamento T1,apartment,1,48,104380,2175,bati_habitable,EUR,nacional,87,6.33,41.15312,-8.63598,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0002,pt,porto,campanha,Campanhã,freguesia,Apartamento T3,apartment,3,99,290312,2932,bati_habitable,EUR,nacional,90,5.92,41.18702,-8.65801,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0003,pt,porto,campanha,Campanhã,freguesia,Apartamento T2,apartment,2,91,195543,2149,bati_habitable,EUR,estrangeiro,97,5.26,41.16069,-8.61164,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0004,pt,porto,campanha,Campanhã,freguesia,Apartamento T2,apartment,2,104,336256,3233,bati_habitable,EUR,nacional,80,5.03,41.15618,-8.60178,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0005,pt,porto,campanha,Campanhã,freguesia,Apartamento T1,apartment,1,48,101385,2112,bati_habitable,EUR,nacional,51,5.86,41.1472,-8.61883,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0006,pt,porto,campanha,Campanhã,freguesia,Apartamento T3,apartment,3,115,476460,4143,bati_habitable,EUR,nacional,80,5.55,41.1746,-8.6213,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0007,pt,porto,campanha,Campanhã,freguesia,Apartamento T3,apartment,3,89,328811,3695,bati_habitable,EUR,estrangeiro,89,4.98,41.17729,-8.6247,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0008,pt,porto,campanha,Campanhã,freguesia,Apartamento T4,apartment,4,145,407538,2811,bati_habitable,EUR,nacional,134,4.33,41.15729,-8.61567,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0009,pt,porto,campanha,Campanhã,freguesia,Apartamento T2,apartment,2,86,213732,2485,bati_habitable,EUR,nacional,52,5.43,41.15903,-8.60294,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0010,pt,porto,campanha,Campanhã,freguesia,Apartamento T2,apartment,2,90,244788,2720,bati_habitable,EUR,nacional,70,5.43,41.18814,-8.59482,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0011,pt,porto,campanha,Campanhã,freguesia,Apartamento T2,apartment,2,79,186109,2356,bati_habitable,EUR,nacional,106,6.21,41.18404,-8.62944,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0012,pt,porto,campanha,Campanhã,freguesia,Apartamento T3,apartment,3,99,319059,3223,bati_habitable,EUR,nacional,78,3.59,41.16722,-8.60279,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0013,pt,porto,campanha,Campanhã,freguesia,Apartamento T1,apartment,1,47,138786,2953,bati_habitable,EUR,nacional,45,4.9,41.13217,-8.60712,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0014,pt,porto,campanha,Campanhã,freguesia,Apartamento T3,apartment,3,101,295259,2923,bati_habitable,EUR,estrangeiro,48,5.75,41.14917,-8.60599,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0015,pt,porto,campanha,Campanhã,freguesia,Apartamento T3,apartment,3,114,255191,2239,bati_habitable,EUR,nacional,114,4.83,41.17005,-8.64244,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0016,pt,porto,campanha,Campanhã,freguesia,Apartamento T2,apartment,2,84,261625,3115,bati_habitable,EUR,nacional,110,3.93,41.14469,-8.61466,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0017,pt,porto,campanha,Campanhã,freguesia,Apartamento T2,apartment,2,77,295537,3838,bati_habitable,EUR,nacional,69,3.92,41.16808,-8.61263,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0018,pt,porto,campanha,Campanhã,freguesia,Apartamento T3,apartment,3,134,420382,3137,bati_habitable,EUR,nacional,42,5.88,41.15341,-8.6006,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0019,pt,porto,campanha,Campanhã,freguesia,Apartamento T2,apartment,2,81,351361,4338,bati_habitable,EUR,nacional,34,5.04,41.18092,-8.60227,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-campanha-0020,pt,porto,campanha,Campanhã,freguesia,Apartamento T3,apartment,3,81,226133,2792,bati_habitable,EUR,nacional,173,4.48,41.15576,-8.59983,2025-Q4,porto/campanha | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
