listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
PT-arcozelo-0000,pt,gaia,arcozelo,Arcozelo,freguesia,Apartamento T4,apartment,4,148,286285,1934,bati_habitable,EUR,nacional,89,5.25,41.12477,-8.60607,2025-Q4,gaia/arcozelo | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0177,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,94,169806,1806,bati_habitable,EUR,nacional,110,3.8,41.13113,-8.62283,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0178,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,80,133254,1666,bati_habitable,EUR,estrangeiro,65,5.31,41.10494,-8.6011,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0179,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T4,apartment,4,124,371581,2997,bati_habitable,EUR,estrangeiro,93,4.32,41.10564,-8.61242,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0180,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,67,185182,2764,bati_habitable,EUR,nacional,98,4.67,41.1327,-8.64296,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0181,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,59,143991,2441,bati_habitable,EUR,nacional,64,4.49,41.13237,-8.60714,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0182,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,137,296473,2164,bati_habitable,EUR,nacional,84,4.39,41.13225,-8.61196,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0183,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,50,72209,1444,bati_habitable,EUR,nacional,73,5.25,41.13124,-8.6141,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0184,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,66,194557,2948,bati_habitable,EUR,nacional,47,4.34,41.10174,-8.624,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0185,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,103,210009,2039,bati_habitable,EUR,nacional,226,4.96,41.14433,-8.60392,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0186,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,90,191452,2127,bati_habitable,EUR,nacional,154,5.53,41.13214,-8.63025,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0187,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,54,132843,2460,bati_habitable,EUR,estrangeiro,98,5.32,41.11474,-8.60268,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0188,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,108,226509,2097,bati_habitable,EUR,nacional,92,4.97,41.10704,-8.61846,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0189,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,115,187678,1632,bati_habitable,EUR,nacional,124,4.32,41.12504,-8.60497,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0190,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,42,110284,2626,bati_habitable,EUR,nacional,115,6.35,41.12811,-8.60105,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0191,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,92,249291,2710,bati_habitable,EUR,nacional,106,5.35,41.0944,-8.59468,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0192,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,114,264180,2317,bati_habitable,EUR,nacional,107,4.84,41.10819,-8.6162,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0193,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,78,142119,1822,bati_habitable,EUR,nacional,89,4.82,41.15531,-8.64245,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0194,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,151,264262,1750,bati_habitable,EUR,nacional,104,4.89,41.09913,-8.60206,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0195,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,62,191600,3090,bati_habitable,EUR,nacional,66,4.68,41.10821,-8.60048,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0196,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,96,177479,1849,bati_habitable,EUR,nacional,103,5.66,41.12917,-8.60365,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0197,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,83,177162,2134,bati_habitable,EUR,nacional,76,5.85,41.12085,-8.60962,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0198,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,52,91891,1767,bati_habitable,EUR,nacional,56,4.67,41.12087,-8.59067,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0199,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,114,214725,1884,bati_habitable,EUR,nacional,61,4.19,41.12997,-8.62289,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0200,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,72,193657,2690,bati_habitable,EUR,nacional,61,4.31,41.14633,-8.63781,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0201,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,81,169271,2090,bati_habitable,EUR,nacional,85,5.42,41.12883,-8.60713,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0202,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,63,112067,1779,bati_habitable,EUR,nacional,99,4.97,41.12334,-8.60704,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0203,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T4,apartment,4,172,391904,2279,bati_habitable,EUR,nacional,115,5.72,41.10887,-8.61058,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0204,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,90,178017,1978,bati_habitable,EUR,nacional,66,5.29,41.10842,-8.62916,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0205,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,116,269883,2327,bati_habitable,EUR,nacional,54,4.95,41.12748,-8.61278,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0206,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,45,131997,2933,bati_habitable,EUR,nacional,90,5.48,41.12655,-8.62629,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0207,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,68,122339,1799,bati_habitable,EUR,nacional,37,5.01,41.10849,-8.64465,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0208,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T4,apartment,4,122,204485,1676,bati_habitable,EUR,nacional,89,5.16,41.12979,-8.61718,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0209,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,56,179109,3198,bati_habitable,EUR,estrangeiro,40,4.63,41.11045,-8.61576,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0210,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,141,181958,1290,bati_habitable,EUR,nacional,125,5.9,41.1119,-8.61395,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0211,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,60,140607,2343,bati_habitable,EUR,nacional,81,5.27,41.12139,-8.59622,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0212,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,97,195798,2019,bati_habitable,EUR,nacional,71,4.26,41.1297,-8.61553,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0213,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,69,126378,1832,bati_habitable,EUR,estrangeiro,118,4.92,41.10947,-8.6171,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0214,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,43,99588,2316,bati_habitable,EUR,nacional,95,4.84,41.13324,-8.62888,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0215,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,85,176983,2082,bati_habitable,EUR,nacional,60,4.55,41.10014,-8.62649,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0216,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,75,148918,1986,bati_habitable,EUR,nacional,80,5.58,41.12856,-8.60293,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0217,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,68,126543,1861,bati_habitable,EUR,nacional,131,5.86,41.12507,-8.61644,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0218,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,115,293515,2552,bati_habitable,EUR,nacional,50,4.34,41.12458,-8.59905,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0219,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T4,apartment,4,130,409622,3151,bati_habitable,EUR,estrangeiro,64,3.79,41.1316,-8.60377,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0220,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T4,apartment,4,176,484819,2755,bati_habitable,EUR,nacional,76,5.14,41.12506,-8.61897,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0221,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,97,184627,1903,bati_habitable,EUR,estrangeiro,78,5.32,41.12749,-8.6089,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0222,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,51,127241,2495,bati_habitable,EUR,nacional,84,5.52,41.12073,-8.60253,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0223,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T4,apartment,4,131,318957,2435,bati_habitable,EUR,nacional,137,5.11,41.11977,-8.59955,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0224,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,57,133056,2334,bati_habitable,EUR,nacional,132,5.38,41.10415,-8.59668,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0225,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,78,268481,3442,bati_habitable,EUR,nacional,76,6.12,41.12111,-8.62205,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0226,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,74,125830,1700,bati_habitable,EUR,nacional,70,6.48,41.15202,-8.60616,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0227,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,73,159000,2178,bati_habitable,EUR,nacional,108,4.79,41.11487,-8.62225,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0228,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,121,291491,2409,bati_habitable,EUR,nacional,119,4.87,41.12385,-8.61039,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0229,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,87,250099,2875,bati_habitable,EUR,nacional,63,5.34,41.10779,-8.60718,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0230,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,97,223418,2303,bati_habitable,EUR,nacional,101,4.91,41.12212,-8.6095,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0231,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,99,223204,2255,bati_habitable,EUR,nacional,103,4.56,41.11549,-8.57917,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0232,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,86,188560,2193,bati_habitable,EUR,nacional,59,4.95,41.12509,-8.60756,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0233,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T4,apartment,4,157,418189,2664,bati_habitable,EUR,nacional,81,5.13,41.11494,-8.63018,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0234,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,58,136952,2361,bati_habitable,EUR,nacional,70,4.24,41.11945,-8.61534,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0235,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,80,212178,2652,bati_habitable,EUR,nacional,62,4.71,41.11128,-8.61737,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0236,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,46,118579,2578,bati_habitable,EUR,nacional,62,4.37,41.12616,-8.62741,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0237,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,74,139729,1888,bati_habitable,EUR,nacional,122,4.84,41.12727,-8.6196,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0238,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,90,236854,2632,bati_habitable,EUR,nacional,44,5.08,41.11601,-8.56437,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0239,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,84,194124,2311,bati_habitable,EUR,nacional,86,5.67,41.10893,-8.60816,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0240,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,59,119375,2023,bati_habitable,EUR,nacional,64,5.22,41.08898,-8.61059,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0241,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,82,159226,1942,bati_habitable,EUR,nacional,108,5.58,41.08328,-8.59485,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0242,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,110,273994,2491,bati_habitable,EUR,nacional,49,4.24,41.11113,-8.57591,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0243,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,65,120613,1856,bati_habitable,EUR,nacional,60,4.13,41.13641,-8.61913,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0244,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T1,apartment,1,56,89796,1603,bati_habitable,EUR,nacional,56,5.68,41.12007,-8.61561,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0245,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T4,apartment,4,123,321023,2610,bati_habitable,EUR,nacional,95,5.7,41.11927,-8.6069,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0246,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T4,apartment,4,114,427026,3746,bati_habitable,EUR,nacional,70,4.95,41.09636,-8.6369,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0247,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T3,apartment,3,126,299169,2374,bati_habitable,EUR,nacional,101,4.94,41.10876,-8.59773,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
PT-gulpilharesevaladares-0248,pt,gaia,gulpilharesevaladares,União das freguesias de Gulpilhares e Valadares,freguesia,Apartamento T2,apartment,2,57,169646,2976,bati_habitable,EUR,nacional,88,4.73,41.11749,-8.60002,2025-Q4,gaia/gulpilharesevaladares | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.41,simule,simule,simule,simule,rapport,true
