listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
PT-ajuda-0000,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,113,602459,5331,bati_habitable,EUR,nacional,110,5.15,38.73112,-9.16166,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0139,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,123,558273,4539,bati_habitable,EUR,nacional,87,5.89,38.69695,-9.15335,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0140,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,69,273245,3960,bati_habitable,EUR,nacional,121,4.68,38.71189,-9.14682,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0141,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,99,398061,4021,bati_habitable,EUR,nacional,35,4.43,38.71216,-9.11696,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0142,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,102,467294,4581,bati_habitable,EUR,nacional,115,4.36,38.71841,-9.14302,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0143,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,53,196440,3706,bati_habitable,EUR,nacional,89,5.28,38.74795,-9.14802,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0144,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,82,449126,5477,bati_habitable,EUR,estrangeiro,74,5.16,38.75038,-9.13496,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0145,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,61,369064,6050,bati_habitable,EUR,nacional,90,4.51,38.72384,-9.15126,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0146,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,112,757604,6764,bati_habitable,EUR,nacional,53,4.85,38.6988,-9.14657,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0147,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,52,195001,3750,bati_habitable,EUR,nacional,62,4.27,38.69091,-9.14508,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0148,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,115,650984,5661,bati_habitable,EUR,nacional,126,3.6,38.70853,-9.14317,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0149,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,129,649947,5038,bati_habitable,EUR,nacional,72,4.82,38.71168,-9.12536,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0150,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,103,523452,5082,bati_habitable,EUR,nacional,84,3.79,38.7284,-9.14688,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0151,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,108,485303,4494,bati_habitable,EUR,nacional,76,5.05,38.75418,-9.14219,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0152,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,65,310516,4777,bati_habitable,EUR,nacional,52,4.32,38.69657,-9.13439,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0153,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T4,apartment,4,147,653698,4447,bati_habitable,EUR,estrangeiro,63,4.76,38.72087,-9.13801,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0154,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,83,342218,4123,bati_habitable,EUR,estrangeiro,92,4.44,38.74159,-9.13657,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0155,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,74,366073,4947,bati_habitable,EUR,nacional,81,5.42,38.72204,-9.13631,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0156,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,105,368453,3509,bati_habitable,EUR,nacional,53,4.17,38.74361,-9.12307,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0157,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,135,847275,6276,bati_habitable,EUR,estrangeiro,64,5.03,38.70662,-9.13403,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0158,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,93,419427,4510,bati_habitable,EUR,nacional,70,4.79,38.71665,-9.11497,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0159,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,129,860381,6670,bati_habitable,EUR,nacional,126,4.47,38.70307,-9.14757,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0160,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,81,403410,4980,bati_habitable,EUR,nacional,100,4.32,38.7162,-9.12218,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0161,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,60,332807,5547,bati_habitable,EUR,nacional,189,3.82,38.72812,-9.14417,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0162,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,76,439935,5789,bati_habitable,EUR,nacional,93,5.33,38.72984,-9.14516,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0163,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,64,353113,5517,bati_habitable,EUR,nacional,57,4.58,38.70884,-9.11716,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0164,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,109,554738,5089,bati_habitable,EUR,nacional,72,4.61,38.71693,-9.14498,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0165,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,106,626857,5914,bati_habitable,EUR,nacional,71,4.49,38.74523,-9.13081,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0166,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,89,426148,4788,bati_habitable,EUR,nacional,60,4.84,38.71058,-9.11993,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0167,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,77,381407,4953,bati_habitable,EUR,nacional,104,3.63,38.71428,-9.16266,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0168,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T4,apartment,4,108,417213,3863,bati_habitable,EUR,estrangeiro,65,5.16,38.7175,-9.13488,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0169,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T4,apartment,4,132,585869,4438,bati_habitable,EUR,nacional,102,5.09,38.71399,-9.12025,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0170,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,66,340526,5159,bati_habitable,EUR,nacional,84,4.37,38.72509,-9.14145,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0171,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,107,425533,3977,bati_habitable,EUR,estrangeiro,79,4.95,38.73017,-9.16139,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0172,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,97,434944,4484,bati_habitable,EUR,nacional,177,4.37,38.71286,-9.17437,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0173,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,75,330351,4405,bati_habitable,EUR,nacional,101,3.67,38.70107,-9.14532,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0174,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,82,560498,6835,bati_habitable,EUR,nacional,102,4.92,38.69349,-9.12966,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0175,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,87,435313,5004,bati_habitable,EUR,nacional,93,4.94,38.71426,-9.15259,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0176,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,81,373219,4608,bati_habitable,EUR,nacional,144,3.58,38.71638,-9.14165,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0177,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,63,258567,4104,bati_habitable,EUR,nacional,64,4.77,38.73523,-9.13415,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0178,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,101,504068,4991,bati_habitable,EUR,nacional,93,4.66,38.72789,-9.13379,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0179,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,69,376658,5459,bati_habitable,EUR,estrangeiro,70,3.79,38.72054,-9.13021,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0180,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,44,238203,5414,bati_habitable,EUR,nacional,103,4.83,38.70927,-9.13539,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0181,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,114,443944,3894,bati_habitable,EUR,nacional,95,4.42,38.72654,-9.16997,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0182,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,106,376849,3555,bati_habitable,EUR,estrangeiro,60,5.21,38.71103,-9.14894,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0183,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,66,295508,4477,bati_habitable,EUR,nacional,109,3.87,38.71913,-9.12882,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0184,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,80,340514,4256,bati_habitable,EUR,nacional,96,5.46,38.69644,-9.14047,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0185,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,77,537227,6977,bati_habitable,EUR,nacional,72,4.12,38.71443,-9.12743,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0186,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,110,624887,5681,bati_habitable,EUR,nacional,84,4.66,38.75066,-9.16125,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0187,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,104,316133,3040,bati_habitable,EUR,nacional,60,4.66,38.7292,-9.14344,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0188,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,92,482610,5246,bati_habitable,EUR,estrangeiro,57,4.24,38.702,-9.15642,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0189,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T4,apartment,4,125,538366,4307,bati_habitable,EUR,nacional,63,4.79,38.7507,-9.11541,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0190,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,102,529163,5188,bati_habitable,EUR,nacional,120,3.93,38.70541,-9.14647,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0191,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,59,351153,5952,bati_habitable,EUR,nacional,151,5.2,38.7432,-9.139,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0192,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,62,293671,4737,bati_habitable,EUR,nacional,52,4.74,38.71804,-9.13038,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0193,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,47,154394,3285,bati_habitable,EUR,nacional,96,4.36,38.71973,-9.1494,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0194,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,139,801738,5768,bati_habitable,EUR,nacional,50,5.3,38.71039,-9.13822,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0195,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,111,468515,4221,bati_habitable,EUR,estrangeiro,42,4.63,38.72157,-9.14998,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0196,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,88,752829,8555,bati_habitable,EUR,nacional,59,5.06,38.72471,-9.14989,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0197,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,47,257061,5469,bati_habitable,EUR,estrangeiro,94,4.17,38.679,-9.13948,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0198,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,46,246578,5360,bati_habitable,EUR,nacional,59,5.14,38.71722,-9.13078,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0199,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,103,433832,4212,bati_habitable,EUR,nacional,82,5.47,38.72171,-9.15235,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0200,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,139,629450,4528,bati_habitable,EUR,estrangeiro,41,4.16,38.716,-9.13416,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0201,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,103,422912,4106,bati_habitable,EUR,nacional,59,4.62,38.71361,-9.12481,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0202,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,139,674646,4854,bati_habitable,EUR,nacional,64,4.87,38.73362,-9.11748,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0203,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T4,apartment,4,170,807445,4750,bati_habitable,EUR,nacional,146,4.44,38.73072,-9.17602,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0204,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,129,582223,4513,bati_habitable,EUR,nacional,60,4.52,38.72593,-9.14357,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0205,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,57,254110,4458,bati_habitable,EUR,nacional,78,4.57,38.72253,-9.16203,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0206,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,122,493946,4049,bati_habitable,EUR,estrangeiro,56,4.86,38.72505,-9.12317,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0207,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,76,328330,4320,bati_habitable,EUR,nacional,93,4.08,38.72712,-9.14882,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0208,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,45,265315,5896,bati_habitable,EUR,nacional,47,4.68,38.73304,-9.14774,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0209,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,116,583002,5026,bati_habitable,EUR,nacional,90,3.3,38.71649,-9.16271,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0210,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,76,261612,3442,bati_habitable,EUR,estrangeiro,74,4.21,38.72014,-9.13599,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0211,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,106,592714,5592,bati_habitable,EUR,nacional,88,4.59,38.74005,-9.1241,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0212,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,75,254858,3398,bati_habitable,EUR,estrangeiro,71,5.17,38.73341,-9.15551,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0213,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,76,298529,3928,bati_habitable,EUR,nacional,83,4.08,38.68366,-9.12423,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0214,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,92,441455,4798,bati_habitable,EUR,nacional,76,4.78,38.70258,-9.17909,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0215,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,84,393556,4685,bati_habitable,EUR,nacional,81,4.24,38.71422,-9.13499,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0216,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,144,790859,5492,bati_habitable,EUR,nacional,64,4.88,38.6945,-9.1236,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0217,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T2,apartment,2,73,353281,4839,bati_habitable,EUR,nacional,49,4.67,38.70301,-9.11041,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0218,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,153,656394,4290,bati_habitable,EUR,nacional,50,4.67,38.70753,-9.15768,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0219,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T4,apartment,4,158,669171,4235,bati_habitable,EUR,estrangeiro,91,3.9,38.71264,-9.15068,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0220,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T1,apartment,1,51,266765,5231,bati_habitable,EUR,nacional,77,4.55,38.70307,-9.14972,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0221,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,107,514244,4806,bati_habitable,EUR,nacional,56,4.05,38.70816,-9.1335,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-alvalade-0222,pt,lisbonne,alvalade,Alvalade,freguesia,Apartamento T3,apartment,3,106,698900,6593,bati_habitable,EUR,nacional,32,4.81,38.73837,-9.1113,2025-Q4,lisbonne/alvalade | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
